,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
5412,0.49,9.6,A,0.99308,189.0,6.0,1.5,0.32,3.24,0.46,0.05,56.0,0,1,1
5413,0.57,9.4,A,0.99738,187.0,7.2,10.4,0.34,2.96,0.28,0.108,43.0,0,1,1
5415,0.44,8.8,A,0.9979,179.0,7.7,11.1,0.28,3.08,0.63,0.039,58.0,0,1,1
5416,0.34,10.5,A,0.994,68.0,5.6,9.7,0.245,3.31,0.25,0.032,12.0,0,1,1
5418,0.45,9.4,A,0.9974,194.0,6.8,13.3,0.29,3.09,0.5,0.053,48.0,0,1,1
5419,0.43,9.9,A,0.9968,135.0,7.6,10.2,0.18,3.14,0.46,0.055,58.0,0,1,1
5420,0.5,10.4,A,0.9955,245.0,7.0,9.0,0.25,3.25,0.32,0.046,56.0,0,1,1
5421,0.3,11.2,A,0.9943,174.0,8.1,8.1,0.3,3.1,0.49,0.037,26.0,1,1,1
5424,0.43,8.9,A,1.00241,212.0,7.5,17.8,0.23,3.44,0.35,0.058,128.0,0,1,1
5426,0.53,11.1,A,0.99174,111.0,7.1,1.2,0.25,3.18,0.28,0.04,31.0,0,1,1
5427,0.52,9.8,A,0.994,206.0,6.2,4.4,0.45,3.27,0.26,0.063,63.0,0,1,1
5428,0.54,9.1,A,0.99833,243.0,6.6,9.2,0.435,3.23,0.38,0.058,66.0,0,1,1
5429,0.52,9.4,B,0.997,72.0,7.2,2.1,0.41,3.44,0.3,0.083,35.0,0,0,0
5430,0.46,12.3,A,0.98992,80.0,6.9,1.8,0.21,3.15,0.24,0.021,17.0,1,1,1
5431,0.62,9.3,A,0.99946,182.0,6.2,18.4,0.35,3.13,0.25,0.051,28.0,0,1,1
5433,0.54,9.1,A,0.9986,176.0,6.4,16.2,0.32,3.26,0.23,0.055,36.0,0,1,1
5435,0.58,9.8,B,0.998,60.0,11.2,1.9,0.28,3.16,0.56,0.075,17.0,0,0,0
5436,0.43,8.6,A,0.9942,115.0,6.3,3.1,0.28,3.05,0.3,0.039,24.0,0,1,1
5439,0.52,9.2,B,0.998,13.0,7.3,2.5,0.695,3.49,0.0,0.075,3.0,0,0,0
5441,0.49,9.9,A,0.99415,122.0,6.1,6.6,0.22,3.22,0.5,0.045,30.0,0,1,1
5443,0.31,11.5,A,0.99098,106.0,6.5,3.9,0.22,3.15,0.31,0.046,17.0,0,1,1
5444,0.55,10.55,A,0.9972,165.0,6.8,10.5,0.31,3.36,0.25,0.043,30.0,0,1,1
5445,0.6,12.9,A,0.9892,76.0,6.7,1.2,0.64,3.16,0.3,0.03,18.0,0,1,1
5447,0.61,12.4,A,0.98965,85.0,6.6,1.6,0.36,3.41,0.29,0.021,24.0,1,1,1
5448,0.58,12.6,A,0.98878,51.0,5.4,2.5,0.15,3.04,0.32,0.037,10.0,0,1,1
5451,0.57,11.0,B,0.997,13.0,7.1,4.4,0.84,3.41,0.02,0.096,5.0,0,0,0
5452,0.53,10.2,A,0.9931,163.0,7.0,0.8,0.2,3.46,0.74,0.044,19.0,0,1,1
5454,0.42,12.5,A,0.99027,85.0,5.5,1.6,0.28,3.42,0.21,0.032,23.0,0,1,1
5455,0.44,9.4,A,0.9948,115.0,9.9,2.4,0.49,2.77,0.23,0.087,19.0,0,1,1
5456,0.49,9.6,A,0.99556,207.0,6.8,7.0,0.28,3.16,0.36,0.043,60.0,0,1,1
5457,0.5,10.6,A,0.99519,185.0,6.7,10.3,0.18,3.12,0.24,0.057,64.0,0,1,1
5461,0.38,11.0,A,0.99395,208.0,9.4,8.5,0.24,2.9,0.29,0.037,124.0,0,1,1
5464,0.46,9.2,A,0.99477,97.0,5.6,4.3,0.12,3.36,0.26,0.038,18.0,0,1,1
5465,0.52,9.4,A,0.99655,155.0,6.2,11.6,0.21,3.14,0.18,0.044,61.0,0,1,1
5466,0.6,10.4,B,0.9953,61.0,6.8,2.0,0.48,3.34,0.25,0.076,29.0,0,0,0
5472,0.43,10.2,A,0.9927,77.0,6.3,2.2,0.31,3.3,0.34,0.045,20.0,0,1,1
5473,0.54,13.8,A,0.98889,107.0,5.4,4.6,0.27,3.33,0.22,0.022,29.0,0,1,1
5474,0.46,11.0,A,0.992,135.0,7.2,1.6,0.27,2.94,0.42,0.05,35.0,0,1,1
5476,0.37,12.1,A,0.996,132.0,8.9,15.75,0.24,3.0,0.33,0.035,16.0,0,1,1
5478,0.4,10.8,A,0.9924,99.0,6.9,3.0,0.19,3.16,0.28,0.054,33.0,0,1,1
5480,0.49,10.7,A,0.9948,124.0,7.7,2.0,0.16,3.32,0.49,0.056,20.0,0,1,1
5482,0.56,10.1,B,0.9991,58.0,10.0,2.2,0.56,3.18,0.24,0.079,19.0,0,0,0
5484,0.49,12.6,A,0.9903,124.0,6.4,6.4,0.26,3.22,0.24,0.04,27.0,1,1,1
5487,1.09,9.3,B,0.9971,62.0,8.9,1.7,0.635,3.0,0.37,0.263,5.0,0,0,0
5490,0.52,11.0,A,0.9924,170.0,6.0,5.0,0.27,3.28,0.31,0.043,54.0,0,1,1
5491,0.34,10.7,A,0.9915,125.0,6.3,4.0,0.26,3.06,0.21,0.03,24.0,0,1,1
5492,0.52,9.6,A,0.99636,128.0,6.5,9.9,0.25,3.18,0.32,0.045,41.0,0,1,1
5493,0.72,11.7,A,0.9918,115.0,6.8,1.4,0.28,3.27,0.39,0.036,15.0,0,1,1
5494,0.74,11.3,A,0.99059,132.0,6.8,1.1,0.11,3.18,0.42,0.042,51.0,1,1,1
5495,0.61,11.6,B,0.996,35.0,7.8,2.5,0.545,3.34,0.12,0.068,11.0,0,0,0
5496,0.56,9.2,B,0.99672,56.0,7.3,1.8,0.91,3.35,0.1,0.074,20.0,0,0,0
5497,0.63,9.3,A,0.9972,230.0,6.8,11.9,0.29,3.02,0.56,0.043,66.0,0,1,1
5502,0.41,10.6,A,0.9949,160.0,6.4,5.6,0.21,3.6,0.3,0.044,43.0,0,1,1
5503,0.4,12.8,A,0.99008,121.0,6.6,2.9,0.25,3.19,0.35,0.034,38.0,0,1,1
5505,0.53,9.5,A,0.9936,74.0,6.5,1.2,0.39,3.08,0.81,0.217,14.0,0,1,1
5507,0.53,9.5,B,0.9978,45.0,7.7,3.8,0.62,3.34,0.04,0.084,25.0,0,0,0
5508,0.64,10.2,B,0.99484,31.0,5.4,1.9,0.58,3.5,0.08,0.059,20.0,0,0,0
5509,0.47,10.2,A,0.9927,116.0,8.3,1.1,0.22,3.0,0.34,0.043,20.0,0,1,1
5510,0.52,10.5,A,0.9954,162.0,6.9,8.3,0.23,3.34,0.38,0.047,47.0,1,1,1
5511,0.5,9.5,A,0.99297,191.0,6.5,1.1,0.22,3.05,0.19,0.064,36.0,0,1,1
5512,0.74,11.1,B,1.00315,23.0,15.6,4.2,0.645,2.92,0.49,0.095,10.0,0,0,0
5513,0.38,11.5,A,0.98994,69.0,5.8,3.5,0.27,3.1,0.26,0.071,26.0,0,1,1
5514,0.61,10.6,A,0.99576,111.0,7.2,8.7,0.3,3.11,0.3,0.022,14.0,0,1,1
5515,0.48,11.3,A,0.9906,115.0,6.4,1.4,0.25,3.19,0.33,0.04,42.0,1,1,1
5518,0.78,13.9,A,0.98936,123.0,5.8,2.6,0.32,3.36,0.2,0.027,17.0,1,1,1
5520,0.34,12.0,A,0.99011,180.0,6.0,3.8,0.26,3.15,0.32,0.029,48.0,0,1,1
5521,0.48,10.9,B,0.9964,12.0,8.1,1.8,1.33,3.54,0.0,0.082,3.0,0,0,0
5523,0.56,10.4,B,0.9959,22.0,7.8,1.9,0.5,3.31,0.3,0.075,8.0,0,0,0
5524,0.54,12.3,A,0.9893,95.0,5.7,2.2,0.18,3.07,0.26,0.023,21.0,0,1,1
5525,0.46,10.0,B,0.9946,31.0,8.2,1.4,0.885,3.11,0.2,0.086,7.0,0,0,0
5526,0.46,12.2,A,0.99269,164.0,7.0,8.0,0.55,3.26,0.05,0.036,19.0,0,1,1
5527,0.4,13.1,A,0.98886,118.0,6.3,1.0,0.17,3.31,0.32,0.04,39.0,1,1,1
5528,0.63,9.3,A,0.997,226.0,6.8,11.9,0.26,3.02,0.56,0.043,64.0,0,1,1
5529,0.4,9.9,A,0.99394,68.0,6.4,7.8,0.15,3.16,0.25,0.05,13.0,0,1,1
5535,0.65,11.7,A,0.9912,101.0,7.8,2.4,0.32,3.21,0.33,0.037,18.0,1,1,1
5536,0.39,12.8,A,0.9892,75.0,6.2,1.2,0.66,3.33,0.48,0.029,29.0,1,1,1
5537,0.47,11.1,A,0.99166,106.0,7.2,1.5,0.23,3.18,0.39,0.053,26.0,0,1,1
5538,0.39,10.6,A,0.9927,135.0,6.8,4.6,0.24,3.2,0.34,0.032,37.0,0,1,1
5539,0.47,10.0,B,0.9962,23.0,8.2,2.1,0.915,3.26,0.27,0.088,7.0,0,0,0
5540,0.38,10.6,A,0.9927,158.0,7.5,4.6,0.18,3.01,0.45,0.041,67.0,0,1,1
5541,0.52,11.9,A,0.99044,122.0,5.7,1.6,0.21,3.33,0.32,0.03,33.0,0,1,1
5543,0.42,10.4,A,0.994,152.0,10.0,1.4,0.2,3.0,0.39,0.05,19.0,0,1,1
5544,0.4,11.0,A,0.99114,124.0,5.0,4.6,0.33,3.18,0.18,0.032,40.0,0,1,1
5545,0.4,10.2,A,0.99534,134.0,6.1,9.8,0.23,3.16,0.27,0.055,74.0,0,1,1
5547,0.64,9.4,B,0.99659,17.0,7.8,1.7,0.55,3.26,0.0,0.07,7.0,0,0,0
5548,0.58,10.3,A,0.99787,184.0,7.0,10.8,0.26,3.47,0.26,0.039,37.0,1,1,1
5549,0.62,10.1,B,0.99498,13.0,5.6,1.5,0.62,3.66,0.03,0.08,6.0,0,0,0
5550,0.39,12.3,A,0.9903,96.0,7.1,3.0,0.25,3.13,0.49,0.03,30.0,1,1,1
5552,0.49,10.1,A,0.9957,136.0,6.6,6.2,0.34,3.3,0.27,0.059,23.0,0,1,1
5553,0.6,10.6,A,0.99362,128.0,5.8,1.3,0.19,3.77,0.24,0.044,38.0,0,1,1
5554,0.65,12.8,A,0.99162,124.0,7.0,7.6,0.32,3.15,0.29,0.025,35.0,1,1,1
5555,0.54,10.2,A,0.9926,79.0,6.6,0.9,0.23,3.39,0.32,0.041,25.0,1,1,1
5559,0.62,11.5,B,0.99502,14.0,7.6,2.3,0.5,3.32,0.29,0.086,5.0,0,0,0
5562,0.43,11.4,A,0.991,129.0,6.1,1.6,0.2,3.3,0.17,0.048,46.0,0,1,1
5565,0.65,10.2,B,0.9964,23.0,7.7,2.2,0.915,3.35,0.12,0.143,7.0,1,0,0
5567,0.6,9.0,B,0.9991,15.0,8.7,2.5,0.7,3.32,0.24,0.226,5.0,0,0,0
5569,0.54,12.4,A,0.992,114.0,7.9,4.5,0.41,3.17,0.37,0.03,40.0,1,1,1
5570,0.49,10.8,A,0.99228,126.0,7.2,1.6,0.17,3.19,0.41,0.052,24.0,0,1,1
5571,0.72,11.2,B,0.9968,16.0,9.3,2.1,0.48,3.22,0.29,0.127,6.0,0,0,0
5572,0.45,8.9,A,0.99685,178.0,6.6,9.0,0.29,3.02,0.44,0.053,62.0,0,1,1
5573,0.6,9.5,B,0.99655,144.0,7.8,2.4,0.53,3.3,0.33,0.08,24.0,0,0,0
5574,0.51,10.8,A,0.99293,115.0,6.9,6.4,0.22,3.05,0.43,0.042,34.0,0,1,1
5576,0.8,12.9,A,0.9913,98.0,6.6,6.75,0.29,3.15,0.39,0.031,22.0,1,1,1
5577,0.68,10.1,A,0.99411,117.0,7.2,3.0,0.24,3.36,0.29,0.036,17.0,0,1,1
5579,0.93,11.3,B,0.996,67.0,7.9,2.2,0.18,3.33,0.4,0.049,38.0,0,0,0
5580,0.7,12.0,B,0.99549,24.0,8.9,3.6,0.35,3.23,0.4,0.11,12.0,1,0,0
5581,0.45,10.3,A,0.9946,131.0,6.6,4.9,0.13,3.51,0.3,0.058,47.0,0,1,1
5582,0.56,10.0,B,0.9992,37.0,11.9,2.5,0.58,3.05,0.66,0.072,6.0,0,0,0
5583,1.11,11.0,B,1.0003,47.0,11.5,3.0,0.45,3.26,0.5,0.078,19.0,0,0,0
5584,0.45,9.9,B,0.9956,133.0,7.7,2.2,0.64,3.27,0.21,0.077,32.0,0,0,0
5585,0.68,12.0,A,0.99006,107.0,6.6,1.5,0.19,3.18,0.35,0.037,37.0,1,1,1
5586,0.8,10.2,B,0.9993,46.0,12.3,3.1,0.27,3.2,0.49,0.079,28.0,0,0,0
5588,1.14,9.3,B,1.001,151.0,8.5,6.1,0.655,3.31,0.49,0.122,34.0,0,0,0
5590,0.46,11.7,A,0.99321,140.0,5.3,10.5,0.31,3.34,0.38,0.031,53.0,0,1,1
5591,0.51,11.7,A,0.99038,90.0,6.5,1.4,0.19,3.18,0.28,0.046,22.0,1,1,1
5594,0.58,9.0,B,1.0004,43.0,9.9,3.5,0.49,3.29,0.58,0.094,9.0,0,0,0
5595,0.82,11.6,B,0.99314,35.0,6.3,1.8,0.55,3.32,0.15,0.077,26.0,0,0,0
5597,0.71,10.0,A,0.9964,201.0,6.0,4.8,0.27,3.69,0.28,0.063,31.0,0,1,1
5598,0.54,10.8,A,0.9935,106.0,6.8,6.2,0.2,3.09,0.25,0.052,22.0,0,1,1
5599,0.56,10.5,A,0.9953,253.0,7.0,8.5,0.21,3.22,0.34,0.033,31.0,0,1,1
5601,0.77,12.1,B,0.99736,34.0,11.1,2.65,0.42,3.24,0.47,0.085,9.0,1,0,0
5602,0.58,11.3,A,0.9966,162.0,7.8,7.8,0.4,3.26,0.49,0.06,34.0,0,1,1
5603,0.29,12.1,A,0.99248,129.0,6.3,8.1,0.28,3.26,0.34,0.038,44.0,0,1,1
5606,0.46,12.6,A,0.99126,138.0,7.1,6.6,0.43,3.18,0.3,0.025,15.0,0,1,1
5607,0.46,11.6,A,0.9922,136.0,7.0,2.1,0.2,3.25,0.34,0.049,12.0,1,1,1
5608,0.58,12.5,A,0.992,127.0,5.9,6.0,0.4,3.51,0.32,0.034,50.0,1,1,1
5613,0.9,10.0,B,0.9982,33.0,9.8,2.7,0.25,3.42,0.49,0.088,15.0,0,0,0
5616,0.48,11.2,A,0.99076,51.0,5.3,1.1,0.43,3.51,0.11,0.029,6.0,0,1,1
5617,0.58,10.1,A,0.9934,109.0,6.7,1.6,0.16,3.34,0.34,0.026,27.0,0,1,1
5618,0.5,10.0,A,0.99437,150.0,8.0,4.8,0.26,3.13,0.28,0.05,34.0,0,1,1
5619,0.31,12.0,A,0.98997,103.0,7.1,1.9,0.23,3.12,0.28,0.046,33.0,0,1,1
5620,0.52,9.9,B,0.99586,100.0,7.2,2.0,0.56,3.26,0.26,0.083,13.0,0,0,0
5622,0.43,9.4,A,0.9977,152.0,5.9,12.5,0.26,3.33,0.25,0.034,38.0,0,1,1
5623,0.6,9.2,A,0.9985,166.0,7.1,16.0,0.2,3.21,0.34,0.05,51.0,0,1,1
5624,0.53,9.1,A,1.00118,207.0,6.1,19.35,0.36,3.39,0.41,0.07,67.0,0,1,1
5625,0.5,9.2,A,0.99596,216.0,6.3,8.1,0.24,3.24,0.55,0.04,67.0,0,1,1
5626,0.47,9.2,A,0.9972,188.0,7.0,8.3,0.57,3.4,0.1,0.094,23.0,0,1,1
5627,0.47,11.26666667,A,0.9916,132.0,6.1,4.25,0.44,3.26,0.28,0.032,43.0,1,1,1
5628,0.67,12.5,A,0.99134,193.0,7.4,3.7,0.26,3.1,0.32,0.032,29.0,0,1,1
5630,0.64,11.8,B,0.99474,20.0,7.5,2.2,0.52,3.26,0.4,0.06,12.0,0,0,0
5633,0.44,10.4,B,0.99628,25.0,7.5,2.7,0.42,3.24,0.32,0.067,7.0,0,0,0
5634,0.68,9.9,A,0.992,167.0,5.5,1.1,0.35,3.34,0.35,0.045,14.0,0,1,1
5635,0.59,9.8,B,0.9964,16.0,7.8,2.0,0.645,3.38,0.0,0.082,8.0,0,0,0
5636,0.46,9.6,B,0.99678,89.0,8.1,2.2,0.53,3.26,0.22,0.078,33.0,0,0,0
5639,0.56,9.5,A,0.9934,152.0,6.6,1.4,0.24,3.22,0.27,0.057,33.0,0,1,1
5640,0.59,12.5,B,0.99292,33.0,6.0,2.3,0.49,3.58,0.0,0.068,15.0,0,0,0
5643,0.4,11.6,A,0.99125,44.0,5.2,1.45,0.405,3.52,0.15,0.038,10.0,0,1,1
5644,0.5,10.2,A,0.9968,162.0,6.4,14.9,0.24,3.28,0.32,0.047,54.0,0,1,1
5645,0.66,10.6,A,0.994,105.0,7.4,1.3,0.18,3.52,0.27,0.048,26.0,0,1,1
5646,0.53,9.3,B,0.99625,120.0,7.8,1.8,0.57,3.29,0.31,0.069,26.0,0,0,0
5647,0.55,9.9,A,0.99606,179.0,6.4,10.7,0.26,3.17,0.25,0.046,66.0,0,1,1
5649,0.48,9.5,A,0.99523,201.0,6.2,7.1,0.26,3.19,0.37,0.047,54.0,0,1,1
5651,0.32,11.2,A,0.99158,111.0,8.0,1.0,0.2,3.09,0.44,0.057,24.0,0,1,1
5653,0.56,10.3,A,0.995,137.0,7.4,4.7,0.13,3.36,0.39,0.042,36.0,1,1,1
5654,0.41,9.3,A,0.9998,187.0,7.9,17.85,0.16,2.99,0.74,0.037,52.0,0,1,1
5655,0.36,10.9,A,0.9905,77.0,5.8,1.4,0.2,3.25,0.27,0.031,12.0,1,1,1
5657,0.5,10.7,A,0.99184,119.0,7.0,1.6,0.31,3.22,0.35,0.063,13.0,0,1,1
5658,0.68,11.0,A,0.99112,146.0,6.4,1.3,0.15,3.17,0.4,0.053,61.0,0,1,1
5659,0.45,10.3,A,0.9918,117.0,5.6,1.1,0.185,3.55,0.49,0.03,28.0,0,1,1
5660,0.39,10.3,A,0.9941,122.0,8.0,1.5,0.16,3.2,0.36,0.033,14.0,0,1,1
5662,0.37,11.2,A,0.99644,170.0,7.1,16.2,0.26,3.17,0.32,0.044,31.0,0,1,1
5664,0.69,11.8,B,0.99562,39.0,8.9,2.6,0.31,3.4,0.36,0.056,10.0,0,0,0
5665,0.6,9.2,A,0.9997,165.0,6.6,16.05,0.31,3.38,0.38,0.058,16.0,0,1,1
5667,0.46,9.8,A,0.9938,157.0,7.6,1.7,0.31,3.1,0.26,0.073,40.0,0,1,1
5669,0.43,10.0,A,0.99535,160.0,7.4,7.5,0.38,3.17,0.27,0.041,24.0,0,1,1
5670,0.64,9.8,A,0.99612,133.0,6.5,8.2,0.27,3.43,0.26,0.042,21.0,0,1,1
5673,0.54,9.8,B,0.9998,93.0,9.2,2.6,0.92,3.48,0.24,0.087,12.0,0,0,0
5674,0.66,9.3,A,0.9951,173.0,6.4,5.5,0.33,3.19,0.31,0.048,42.0,0,1,1
5675,0.39,10.2,A,0.99545,140.0,5.6,9.8,0.225,3.17,0.24,0.054,59.0,0,1,1
5676,0.41,11.4,A,0.99224,116.0,5.9,5.4,0.26,3.24,0.29,0.046,34.0,0,1,1
5677,0.51,9.5,B,0.99632,104.0,7.3,2.2,0.69,3.33,0.32,0.069,35.0,0,0,0
5678,0.54,12.4,B,0.99328,31.0,7.1,2.5,0.16,3.35,0.44,0.068,17.0,0,0,0
5679,0.41,9.5,A,0.99438,110.0,5.4,7.1,0.185,3.26,0.19,0.048,36.0,0,1,1
5681,0.55,11.5,A,0.99168,84.0,6.4,2.5,0.2,3.31,0.28,0.032,24.0,0,1,1
5682,0.47,12.8,A,0.98974,87.0,8.2,2.1,0.32,3.1,0.26,0.062,26.0,0,1,1
5683,0.64,9.4,A,0.9946,156.0,7.3,1.5,0.19,3.32,0.68,0.05,31.0,0,1,1
5685,0.42,11.7,A,0.98993,86.0,5.8,1.0,0.2,3.5,0.34,0.035,40.0,0,1,1
5686,0.55,12.1,B,0.9952,91.0,6.5,8.3,0.39,3.44,0.23,0.051,28.0,0,0,0
5687,0.46,9.0,A,0.99755,172.0,7.1,13.7,0.23,2.9,0.39,0.058,26.0,0,1,1
5688,0.62,10.5,A,0.9948,166.0,7.1,2.1,0.2,3.48,0.41,0.054,24.0,0,1,1
5689,0.76,10.9,B,0.99666,49.0,7.4,2.2,0.25,3.4,0.29,0.054,19.0,1,0,0
5690,0.46,12.1,A,0.9899,70.0,7.0,1.0,0.28,3.09,0.36,0.035,8.0,0,1,1
5691,0.6,9.5,B,0.9982,111.0,8.8,2.8,0.44,3.3,0.49,0.083,18.0,0,0,0
5692,0.49,11.7,B,0.99322,22.0,6.9,1.75,0.58,3.38,0.2,0.058,8.0,0,0,0
5694,0.38,9.4,A,0.99562,200.0,6.7,6.4,0.26,3.19,0.39,0.171,64.0,0,1,1
5695,0.44,10.15,A,0.99218,123.0,5.2,1.0,0.185,3.55,0.22,0.03,47.0,0,1,1
5696,0.63,11.0,A,0.99178,152.0,5.4,1.2,0.22,3.76,0.29,0.045,69.0,1,1,1
5697,0.35,12.2,A,0.9928,163.0,7.0,6.2,0.46,3.21,0.39,0.039,46.0,1,1,1
5699,0.55,11.3,A,0.992,166.0,8.0,1.6,0.37,3.0,0.32,0.04,32.0,1,1,1
5700,0.48,9.5,A,0.9934,173.0,6.7,2.9,0.25,3.02,0.33,0.057,52.0,1,1,1
5701,0.37,10.4,A,0.99698,169.0,7.4,14.9,0.34,3.25,0.3,0.037,70.0,0,1,1
5702,0.48,10.5,B,0.9938,85.0,5.0,1.4,1.02,3.75,0.04,0.045,41.0,0,0,0
5704,0.53,9.8,A,0.99496,117.0,7.4,1.5,0.56,3.22,0.09,0.071,19.0,0,1,1
5705,0.8,9.3,B,0.9988,16.0,11.3,2.3,0.37,3.09,0.41,0.088,6.0,0,0,0
5706,0.54,8.9,A,0.9962,210.0,6.5,8.5,0.28,3.09,0.28,0.047,54.0,0,1,1
5707,0.46,10.6,A,0.9926,53.0,9.6,1.2,0.21,2.8,0.28,0.038,12.0,0,1,1
5708,0.57,9.6,B,0.9981,49.0,12.5,4.5,0.46,3.05,0.49,0.07,26.0,0,0,0
5709,0.43,10.7,B,0.99525,47.0,7.8,1.9,0.91,3.51,0.07,0.058,22.0,0,0,0
5710,0.48,12.5,A,0.99055,139.0,7.4,2.0,0.24,3.28,0.36,0.031,27.0,1,1,1
5711,0.44,9.9,A,0.9946,110.0,7.5,1.8,0.19,3.33,0.49,0.055,19.0,0,1,1
5713,0.66,9.8,B,0.9966,113.0,8.3,2.3,0.655,3.17,0.12,0.083,15.0,0,0,0
5715,0.39,11.5,A,0.98956,99.0,5.1,1.0,0.23,3.22,0.18,0.053,13.0,0,1,1
5716,0.5,11.0,A,0.99318,123.0,7.0,6.4,0.17,3.11,0.36,0.055,42.0,1,1,1
5717,0.44,9.9,A,0.9927,111.0,6.5,2.5,0.29,3.0,0.25,0.142,8.0,0,1,1
5718,0.37,12.8,A,0.98939,125.0,6.7,1.3,0.18,3.24,0.37,0.027,42.0,1,1,1
5719,0.66,10.0,B,0.9983,33.0,9.7,1.6,0.31,3.27,0.47,0.062,13.0,0,0,0
5720,0.6,9.7,B,0.99636,10.0,7.0,1.9,0.69,3.35,0.0,0.114,3.0,0,0,0
5721,0.4,11.3,A,0.99093,182.0,5.6,2.5,0.34,3.21,0.25,0.046,47.0,0,1,1
5722,0.53,9.4,B,0.9978,145.0,9.5,2.3,0.885,3.24,0.27,0.084,31.0,0,0,0
5723,0.41,10.2,A,0.9934,155.0,5.7,1.2,0.27,3.8,0.32,0.046,20.0,0,1,1
5724,0.94,12.4,A,0.98946,95.0,5.8,1.6,0.21,3.23,0.32,0.045,38.0,1,1,1
5726,0.32,11.5,A,0.9938,84.0,9.0,7.2,0.3,2.94,0.49,0.039,32.0,0,1,1
5727,0.4,9.0,A,0.9932,197.0,6.0,1.1,0.45,3.02,0.42,0.051,61.0,0,1,1
5728,0.57,9.3,B,0.99675,119.0,8.0,3.2,0.57,3.26,0.23,0.073,17.0,0,0,0
5729,0.67,9.5,A,0.9955,211.0,6.8,4.55,0.25,3.37,0.24,0.053,41.0,0,1,1
5730,0.42,10.2,A,0.9939,108.0,6.9,5.4,0.115,3.32,0.35,0.048,36.0,0,1,1
5732,0.53,9.7,A,0.9984,173.0,7.9,6.2,0.51,3.09,0.36,0.051,30.0,0,1,1
5734,0.46,10.3,A,0.99534,150.0,7.4,8.6,0.23,3.06,0.38,0.052,41.0,0,1,1
5735,0.45,12.0,A,0.98978,94.0,7.3,1.2,0.26,3.07,0.32,0.041,29.0,0,1,1
5736,0.45,12.3,A,0.99021,76.0,7.0,2.1,0.25,3.26,0.33,0.021,17.0,0,1,1
5739,0.42,11.3,A,0.99356,97.0,6.0,12.2,0.22,3.17,0.33,0.033,25.0,1,1,1
5740,0.56,12.6,B,0.99364,36.0,7.9,1.9,0.31,3.41,0.32,0.066,14.0,0,0,0
5741,0.56,11.3,A,0.99006,75.0,5.5,1.2,0.21,3.31,0.25,0.04,18.0,0,1,1
5742,0.54,10.8,A,0.9917,96.0,6.8,1.9,0.19,3.15,0.36,0.035,30.0,1,1,1
5743,0.42,9.3,A,0.9927,150.0,5.7,1.1,0.245,3.13,0.33,0.049,28.0,0,1,1
5745,0.49,12.2,A,0.992,97.0,6.9,6.2,0.2,3.38,0.37,0.027,24.0,1,1,1
5746,0.41,9.2,A,0.9996,158.0,7.6,18.05,0.18,3.06,0.49,0.046,36.0,0,1,1
5747,0.79,10.7,B,0.9969,65.0,9.3,2.0,0.32,3.28,0.57,0.074,27.0,0,0,0
5750,0.52,11.3,A,0.99035,73.0,6.2,1.0,0.2,3.24,0.31,0.031,22.0,0,1,1
5751,0.38,12.5,A,0.991,110.0,6.3,4.7,0.41,3.3,0.33,0.023,28.0,1,1,1
5752,0.6,10.5,A,0.99384,101.0,7.4,1.4,0.18,3.54,0.29,0.042,34.0,1,1,1
5753,0.44,11.5,A,0.99134,117.0,5.9,1.2,0.44,3.46,0.33,0.049,12.0,0,1,1
5754,0.58,11.2,A,0.993,112.0,6.9,5.8,0.29,3.04,0.32,0.04,16.0,0,1,1
5755,0.44,8.7,A,0.99838,161.0,7.5,12.1,0.28,2.98,0.78,0.041,53.0,0,1,1
5758,0.59,8.9,A,1.0,191.0,7.3,15.4,0.22,3.32,0.41,0.05,55.0,0,1,1
5759,0.48,10.7,A,0.9939,93.0,7.4,6.9,0.25,3.0,0.37,0.02,14.0,1,1,1
5760,0.6,11.9,B,0.9946,50.0,8.0,1.7,0.25,3.38,0.43,0.067,22.0,0,0,0
5761,0.45,10.8,A,0.99211,186.0,6.4,1.3,0.28,3.31,0.36,0.053,28.0,0,1,1
5762,0.56,10.8,A,0.99268,141.0,6.3,1.6,0.2,3.53,0.26,0.027,36.0,0,1,1
5763,0.57,9.7,A,0.9944,147.0,5.4,7.0,0.59,3.34,0.07,0.045,36.0,0,1,1
5765,0.55,10.8,A,0.993,106.0,7.7,1.3,0.24,3.22,0.31,0.047,33.0,0,1,1
5766,0.69,10.9,B,0.99974,23.0,11.7,2.2,0.45,3.21,0.63,0.073,7.0,0,0,0
5767,0.67,10.0,A,0.99218,116.0,7.2,1.1,0.14,3.04,0.32,0.022,48.0,0,1,1
5768,0.85,11.7,B,0.99523,24.0,9.1,2.0,0.3,3.27,0.41,0.068,10.0,1,0,0
5769,0.35,12.4,A,0.98918,107.0,5.8,1.4,0.54,3.26,0.0,0.033,40.0,0,1,1
5770,0.47,8.8,A,0.9944,159.0,6.9,2.4,0.21,3.02,0.28,0.056,49.0,1,1,1
5772,0.52,9.8,A,0.99513,191.0,6.4,6.4,0.31,3.14,0.4,0.039,39.0,0,1,1
5774,0.48,8.6,A,0.9977,238.0,6.1,12.0,0.34,3.16,0.31,0.053,46.0,0,1,1
